id,role,start_time,end_time,required_skill
S95,evening_cashier,2025-07-04T17:00:00,2025-07-04T21:00:00,cashier
S96,day_manager,2025-07-04T08:00:00,2025-07-04T16:00:00,manager
S97,morning_cook,2025-07-05T09:00:00,2025-07-05T17:00:00,cook
S98,evening_cashier,2025-07-05T17:00:00,2025-07-05T21:00:00,cashier
S99,day_manager,2025-07-05T08:00:00,2025-07-05T16:00:00,manager
S100,morning_cook,2025-07-06T09:00:00,2025-07-06T17:00:00,cook
S101,evening_cashier,2025-07-06T17:00:00,2025-07-06T21:00:00,cashier
S102,day_manager,2025-07-06T08:00:00,2025-07-06T16:00:00,manager
S103,morning_cook,2025-07-07T09:00:00,2025-07-07T17:00:00,cook
S104,evening_cashier,2025-07-07T17:00:00,2025-07-07T21:00:00,cashier
S105,day_manager,2025-07-07T08:00:00,2025-07-07T16:00:00,manager
S106,morning_cook,2025-07-08T09:00:00,2025-07-08T17:00:00,cook
S107,evening_cashier,2025-07-08T17:00:00,2025-07-08T21:00:00,cashier
S108,day_manager,2025-07-08T08:00:00,2025-07-08T16:00:00,manager
S109,morning_cook,2025-07-09T09:00:00,2025-07-09T17:00:00,cook
S110,evening_cashier,2025-07-09T17:00:00,2025-07-09T21:00:00,cashier
S111,day_manager,2025-07-09T08:00:00,2025-07-09T16:00:00,manager
S112,morning_cook,2025-07-10T09:00:00,2025-07-10T17:00:00,cook
S113,evening_cashier,2025-07-10T17:00:00,2025-07-10T21:00:00,cashier
S114,day_manager,2025-07-10T08:00:00,2025-07-10T16:00:00,manager
S115,morning_cook,2025-07-11T09:00:00,2025-07-11T17:00:00,cook
S116,evening_cashier,2025-07-11T17:00:00,2025-07-11T21:00:00,cashier
S117,day_manager,2025-07-11T08:00:00,2025-07-11T16:00:00,manager
S118,morning_cook,2025-07-12T09:00:00,2025-07-12T17:00:00,cook
S119,evening_cashier,2025-07-12T17:00:00,2025-07-12T21:00:00,cashier
S120,day_manager,2025-07-12T08:00:00,2025-07-12T16:00:00,manager
S121,morning_cook,2025-07-13T09:00:00,2025-07-13T17:00:00,cook
S122,evening_cashier,2025-07-13T17:00:00,2025-07-13T21:00:00,cashier
S123,day_manager,2025-07-13T08:00:00,2025-07-13T16:00:00,manager
S124,morning_cook,2025-07-14T09:00:00,2025-07-14T17:00:00,cook
S125,evening_cashier,2025-07-14T17:00:00,2025-07-14T21:00:00,cashier
S126,day_manager,2025-07-14T08:00:00,2025-07-14T16:00:00,manager
S127,morning_cook,2025-07-01T09:00:00,2025-07-01T17:00:00,cook
S128,evening_cashier,2025-07-01T17:00:00,2025-07-01T21:00:00,cashier
S129,day_manager,2025-07-01T08:00:00,2025-07-01T16:00:00,manager
S130,morning_cook,2025-07-02T09:00:00,2025-07-02T17:00:00,cook
S131,evening_cashier,2025-07-02T17:00:00,2025-07-02T21:00:00,cashier
S132,day_manager,2025-07-02T08:00:00,2025-07-02T16:00:00,manager
S133,morning_cook,2025-07-03T09:00:00,2025-07-03T17:00:00,cook
S134,evening_cashier,2025-07-03T17:00:00,2025-07-03T21:00:00,cashier
S135,day_manager,2025-07-03T08:00:00,2025-07-03T16:00:00,manager
S136,morning_cook,2025-07-04T09:00:00,2025-07-04T17:00:00,cook
S137,evening_cashier,2025-07-04T17:00:00,2025-07-04T21:00:00,cashier
S138,day_manager,2025-07-04T08:00:00,2025-07-04T16:00:00,manager
S139,morning_cook,2025-07-05T09:00:00,2025-07-05T17:00:00,cook
S140,evening_cashier,2025-07-05T17:00:00,2025-07-05T21:00:00,cashier
S141,day_manager,2025-07-05T08:00:00,2025-07-05T16:00:00,manager
S142,morning_cook,2025-07-06T09:00:00,2025-07-06T17:00:00,cook
S143,evening_cashier,2025-07-06T17:00:00,2025-07-06T21:00:00,cashier
S144,day_manager,2025-07-06T08:00:00,2025-07-06T16:00:00,manager
S145,morning_cook,2025-07-07T09:00:00,2025-07-07T17:00:00,cook
S146,evening_cashier,2025-07-07T17:00:00,2025-07-07T21:00:00,cashier
S147,day_manager,2025-07-07T08:00:00,2025-07-07T16:00:00,manager
S148,morning_cook,2025-07-08T09:00:00,2025-07-08T17:00:00,cook
S149,evening_cashier,2025-07-08T17:00:00,2025-07-08T21:00:00,cashier
S150,day_manager,2025-07-08T08:00:00,2025-07-08T16:00:00,manager
S151,morning_cook,2025-07-09T09:00:00,2025-07-09T17:00:00,cook
S152,evening_cashier,2025-07-09T17:00:00,2025-07-09T21:00:00,cashier
S153,day_manager,2025-07-09T08:00:00,2025-07-09T16:00:00,manager
S154,morning_cook,2025-07-10T09:00:00,2025-07-10T17:00:00,cook
S155,evening_cashier,2025-07-10T17:00:00,2025-07-10T21:00:00,cashier
S156,day_manager,2025-07-10T08:00:00,2025-07-10T16:00:00,manager
S157,morning_cook,2025-07-11T09:00:00,2025-07-11T17:00:00,cook
S158,evening_cashier,2025-07-11T17:00:00,2025-07-11T21:00:00,cashier
S159,day_manager,2025-07-11T08:00:00,2025-07-11T16:00:00,manager
S160,morning_cook,2025-07-12T09:00:00,2025-07-12T17:00:00,cook
S161,evening_cashier,2025-07-12T17:00:00,2025-07-12T21:00:00,cashier
S162,day_manager,2025-07-12T08:00:00,2025-07-12T16:00:00,manager
S163,morning_cook,2025-07-13T09:00:00,2025-07-13T17:00:00,cook
S164,evening_cashier,2025-07-13T17:00:00,2025-07-13T21:00:00,cashier
S165,day_manager,2025-07-13T08:00:00,2025-07-13T16:00:00,manager
S166,morning_cook,2025-07-14T09:00:00,2025-07-14T17:00:00,cook
S167,evening_cashier,2025-07-14T17:00:00,2025-07-14T21:00:00,cashier
S168,day_manager,2025-07-14T08:00:00,2025-07-14T16:00:00,manager
S169,morning_cook,2025-07-01T09:00:00,2025-07-01T17:00:00,cook
S170,evening_cashier,2025-07-01T17:00:00,2025-07-01T21:00:00,cashier
S171,day_manager,2025-07-01T08:00:00,2025-07-01T16:00:00,manager
S172,morning_cook,2025-07-02T09:00:00,2025-07-02T17:00:00,cook
S173,evening_cashier,2025-07-02T17:00:00,2025-07-02T21:00:00,cashier
S174,day_manager,2025-07-02T08:00:00,2025-07-02T16:00:00,manager
S175,morning_cook,2025-07-03T09:00:00,2025-07-03T17:00:00,cook
S176,evening_cashier,2025-07-03T17:00:00,2025-07-03T21:00:00,cashier
S177,day_manager,2025-07-03T08:00:00,2025-07-03T16:00:00,manager
S178,morning_cook,2025-07-04T09:00:00,2025-07-04T17:00:00,cook
S179,evening_cashier,2025-07-04T17:00:00,2025-07-04T21:00:00,cashier
S180,day_manager,2025-07-04T08:00:00,2025-07-04T16:00:00,manager
S181,morning_cook,2025-07-05T09:00:00,2025-07-05T17:00:00,cook
S182,evening_cashier,2025-07-05T17:00:00,2025-07-05T21:00:00,cashier
S183,day_manager,2025-07-05T08:00:00,2025-07-05T16:00:00,manager
S184,morning_cook,2025-07-06T09:00:00,2025-07-06T17:00:00,cook
S185,evening_cashier,2025-07-06T17:00:00,2025-07-06T21:00:00,cashier
S186,day_manager,2025-07-06T08:00:00,2025-07-06T16:00:00,manager
S187,morning_cook,2025-07-07T09:00:00,2025-07-07T17:00:00,cook
S188,evening_cashier,2025-07-07T17:00:00,2025-07-07T21:00:00,cashier
S189,day_manager,2025-07-07T08:00:00,2025-07-07T16:00:00,manager
S190,morning_cook,2025-07-08T09:00:00,2025-07-08T17:00:00,cook
S191,evening_cashier,2025-07-08T17:00:00,2025-07-08T21:00:00,cashier
S192,day_manager,2025-07-08T08:00:00,2025-07-08T16:00:00,manager
S193,morning_cook,2025-07-09T09:00:00,2025-07-09T17:00:00,cook
S194,evening_cashier,2025-07-09T17:00:00,2025-07-09T21:00:00,cashier
S195,day_manager,2025-07-09T08:00:00,2025-07-09T16:00:00,manager
S196,morning_cook,2025-07-10T09:00:00,2025-07-10T17:00:00,cook
S197,evening_cashier,2025-07-10T17:00:00,2025-07-10T21:00:00,cashier
S198,day_manager,2025-07-10T08:00:00,2025-07-10T16:00:00,manager
S199,morning_cook,2025-07-11T09:00:00,2025-07-11T17:00:00,cook
S200,evening_cashier,2025-07-11T17:00:00,2025-07-11T21:00:00,cashier
